ID,Translation
59045,"दूसरी ओर, परिवादी का मामला यह है कि राज्य सरकार के लिए स्वीकृति लेने की कोई आवश्यकता नहीं थी क्योंकि याची एवं अन्य कांस्टेबुलों ने जानबूझकर दरवाजे तोड़कर खोले थे, आशयित रूप से तथा बलपूर्वक परिवादी के घर में प्रवेश किया था ।"
59046,"12 - इस प्रकार, प्रकाश सिंह बादल ( ऊपर ) के मामले में सर्वोच्च न्यायालय द्वारा अधिकथित निर्णयाधार से यह स्पष्ट होगा कि प्रारंभिक चरण में एक व्यथित व्यक्ति द्वारा प्रवेश न किये जाने का एक मुद्दा उठाया जा सकता है ।"
59047,"इस प्रकार, अगर याची द्वारा प्रस्तुत प्रमाण पत्र के आधार पर सेवा वापसी में याची द्वारा जन्म तिथि भी अभिलिखित की गयी थी, यह प्रश्न से परे नहीं है और न ही प्रत्यर्थी कम्पनी उसके द्वारा आबद्ध होगी ।"
59048,"21 - वर्तमान मामले के तथ्यों में, परिसर के कमरों में से एक को एक आयुधशाला में पाया गया था, जो वह परिसर था जिसमें कई कमरे थे जिनका एक ही परिवार के विभिन्न सदस्यों द्वारा अधिभोग किया गया था ।"
59049,इस आधार पर उन्होंने AIR 1973 सुप्रीम कोर्ट 1045 ( तमिलनाडु राज्य बनाम मेसर्स बरसीन शेल ऑयल स्टोरेज डिस्ट्रीब्यूशन कंपनी ऑफ इंडिया लिमिटेड एवं एक अन्य ) में रिपोर्ट किये गये माननीय उच्चतम न्यायालय के निर्णय को विनिर्दिष्ट किया है ।
59050,"15. दोनों अवर न्यायालयों के निर्णयों का अवलोकन करने तथा पक्षकारों की ओर से प्रस्तुत प्रतिद्वंद्वी निवेदनों पर विचार करने के उपरान्त, यह प्रकट है कि इस तथ्य के बारे में कोई विवाद नहीं है कि प्रतिवादी वादी का किरायेदार है ।"
59051,जबकि अधिकरण ने गुणक के तौर पर माता की आयु के आधार पर 15 लिया है जो पीड़िता की आश्रित 45 वर्ष की संतान है जबकि वर्तमान मामले में मृतका लगभग 28 वर्ष की थी ।
59052,"इसके परिणामतः, एस ० डी ० ओ ० बाबुलसराय ने पुलिस थाना के प्रभारी पदाधिकारी, गुलजारसराय, अंचलाधिकारी, इन्सपेक्टर, सदर बाबूलसराई एवं महिला पुलिस थाने, बाबुलसार के परिसर खाली करने के आग्रह के साथ याची के घर का दौरा किया है ।"
59053,"जहां तक अपीलार्थी सं ० 1 का संबंध है, इसमें ऊपर की गयी परिचर्चाओं के आलोक में हम भा ० दे ० सं ० की धारा 302 के अधीन दोषसिद्धि की दृष्टि में भारतीय दंड संहिता की धारा 304 भाग -"
59054,वर्तमान मामले में न्यायालय ने इस आधार पर कार्यवाही की है कि अपने निकटतम मित्र की ओर से हुई घोर लापरवाही के आधार पर एक अवयस्क के लिए एक डिक्री अपास्त करने के लिए वाद दाखिल करना अनुज्ञेय है ।
59055,भारतीय पशु चिकित्सा परिषद् के उक्त निर्णय में यह अभिनिर्धारित किया गया था कि नेट को शैक्षणिक कर्मियों की भर्ती के लिए एक पूर्व आवश्यकता नहीं बनाया जा सकता है अगर नेट को भर्ती प्रक्रिया के लिये एक अवरोध माना जाता है ।
59056,प्रस्तुत मामले में दस्तावेज में महंथ बलवधारी दास के स्वामित्व वाली किसी सम्पत्ति के संबंध में कोई वैधानिक घोषणा अंतर्विष्ट नहीं थी और यह कि मृतक वसीयतकर्ता या देवों की किसी सम्पत्तियों का कोई बन्दोबस्त नहीं था ।
59057,"माननीय नवनीति प्रसाद सिंह एवं नीलू अग्रवाल, न्यायमूर्तिगण श्री राम जानकी ठाकुरबली एवं अन्य बनाम बिहार राज्य एवं अन्य LPA No. 1381/13 in CWJC No. 6521 of 1990. Decided on 15th February, 2016."
59058,12. परिवादी के विद्वान अधिवक्ता श्री अंशुल राज ने तर्क दिया है कि प्रियंका श्रीवास्तव एवं एक अन्य ( ऊपर ) के मामले में माननीय उच्चतम न्यायालय द्वारा अधिकथित विधि वर्तमान मामले के तथ्यों पर लागू नहीं होगी ।
59059,"27 अगस्त, 2011 को चिकित्सा बोर्ड की दिनांक 30 अक्टूबर, 2011 की अपनी रिपोर्ट में यह रिपोर्ट है कि याची कमजोर संख्याओं 1 एवं 3 की ताक़त जैसी दो दुर्बलताओं को प्राप्त करने में सक्षम नहीं है ।"
59060,बोर्ड द्वारा संचालित सिद्धांत / प्रायोगिक परीक्षा में उम्मीदवारों के आंतरिक मूल्यांकन एवं प्रदर्शन में अलग - अलग उम्मीदवारों द्वारा यथा चिन्हित किये गये अंकों के आधार पर समिति को महाविद्यालय द्वारा उपलब्ध कराये गये अंको के आधार में अंतिम परिणाम प्रकाशित किया जाता है ।
59061,"तथापि, छापे के उपरांत, भारतीय दंड संहिता की विभिन्न धाराओं के अधीन तथा औषधि एवं खाद्य निवारण अधिनियम, 1940 की भिन्न भिन्न धारा के अधीन सीवान नगर पुलिस थाना केस संख्या 165 / 2002 दर्ज किया गया था ।"
59062,"15. प्रस्तुत मामले पर आते हुए, अभिलेख पर मौजूद सामग्रियों के परिशीलन से यह प्रतीत होगा कि पति ने पत्नी के हाथों अपनी मानसिक परेशानी तथा किसी सीमा तक शारीरिक कठिनाई का जीवंत वर्णन दिया है ।"
59063,"( i ) हाल के प्रकृति के केवल दो मामले हैं और शेष को अतीत का पाया गया है, इस प्रकार, अधिनियम के अर्थ के भीतर याची को एक आदतन अपराधी के तौर पर माना जाने का कोई औचित्य नहीं है ।"
59064,"सूचनादाता का पड़ोसी, जो घटना स्थल पर आया था, सूचनादाता के साथ सभी घायल पीड़ितों को राफेल अस्पताल, सेरावा ले गया था जहां से घायल को सदर अस्पताल, सीवान निर्दिष्ट किया गया था ।"
59065,पूर्वोक्त वाहनों के चालकों के अंधाधुंध एवं लापरवाही भरे चालन के कारण उसने GJ - 160K / 3349 निबंधन संख्या वाली एक मारूती वैन को टक्कर मार दी थी ।
59066,"माननीय अजय कुमार त्रिपाठी एवं राजीव रंजन प्रसाद, न्यायमूर्तिगण सुलभ इंटरनेशनल सोशल सर्विस ऑर्गनाइजेशन बनाम बिहार राज्य एवं अन्य LPA No. 242 of 2016 Arising out of CWJC No. 3384 of 1997. Decided on 4th May, 1997."
59067,14. प्रत्यर्थीगण की ओर से दाखिल लिखित कथन में वह कारण विस्तार से वर्णित हैं जिन्हें हम यहां पर उच्चतर प्राधिकार के कहने पर नियुक्ति प्राधिकारी द्वारा सेवा समाप्ति का ऐसा आदेश निर्गत करने के पीछे होना कह सकते हैं ।
59068,"3 - कर्मचारी भविष्य निधि एवं विविध प्रावधान अधिनियम, 1952 ( संक्षेप में अधिनियम') की धारा 6 - A केंद्र सरकार द्वारा आधिकारिक राजपत्र में एक अधिसूचना प्रकाशित करके एक पेंशन योजना तैयार करने का प्रावधान करती है ।"
59069,16 - यह मेरे लिए इसको लेकर जांच करना है कि क्या प्रथम चरण के अभिकथनों के आधार पर विद्वान दंडाधिकारी के लिए संहिता की धारा 197 के अधीन अपेक्षित अपेक्षित मंजूरी के बिना भी विपक्षियों के विरुद्ध कार्यवाही करना अपेक्षित था ।
59070,इस प्रक्रम पर न्यायालय का दायित्व इस सीमा तक सीमित है कि यह पता लगाने तक कि मामले में आगे की कार्यवाही की दृष्टि में उसके समक्ष रखी गयी सामग्रियों से अभियुक्त के विरुद्ध उसमें अभिकथित अपराध बनता है ।
59071,"माननीय अजय कुमार त्रिपाठी एवं नीलू अग्रवाल, न्यायमूर्तिगण सुदेश कुमार एवं अन्य बनाम सैयद मशीन उलल्लाह एवं अन्य LPA Nos. 1412 of 2013 In CWJC No. 2790 of 2011. Decided on 21st February, 2017."
59072,"15. अभिलेख पर मौजूद सामग्रियों से, यह प्रकट है कि पक्षकारों के दर्जे तथा हकदारी पर भी विवाद है जिसका उच्च न्यायालय के आदेश ( परिशिष्ट H ) के आलोक में उपयुक्त रूप से हिसाब लिया जाना है ।"
59073,"34 - पांचवें मामले, अर्थात्, CWJC संख्या 666 वर्ष 2016 में याची जम्मू एवं कश्मीर संवर्ग के भारतीय पुलिस सेवा का एक पदाधिकारी है तथा सुसंगत समय पर आरक्षी उप महानिरीक्षक, छपरा था ।"
59074,( घ ) अनुच्छेद 31A में यथा परिभाषित किसी परिसम्पदा या उसमें किसी अधिकार के राज्य द्वारा अर्जन के माध्यम से या ऐसे किसी अधिकार का विलोप या उपांतरण करके या कृषि भूमि पर हदबंदी करके या किसी अन्य तरीके से भूमि सुधार;
59075,( a) राज्य की सरकार के सभी कार्यों या उनमें से किसी को तथा राज्य के विधायिका के अतिरिक्त राज्य के राज्यपाल या राज्य के किसी अन्य निकाय या प्राधिकार द्वारा निहित या इसके द्वारा प्रयोग किये जाने योग्य सभी शक्तियों या इनमें से कुछ को अपने लिए ग्रहण कर लेती है ।
59076,"( d ) जबतक कि संसद द्वारा विधि द्वारा अन्य प्रावधान नहीं किये जाते हैं, सिक्किम राज्य को लोक सभा में एक सीट आवंटित की जायेगी और सिक्किमा राज्य एक संसदीय निर्वाचन क्षेत्र का गठन करेगा जिसे सिक्किमी संसद का निर्वाचन क्षेत्र कहा जायेगा ।"
59077,2 - राष्ट्रपति तथा राज्यों के राज्यपालों को ऐसे भत्तों का भी भुगतान किया जाएगा जो इस संविधान के प्रारंभ होने के ठीक पहले भारत के डोमिनियन के गवर्नर - जनरल तथा तत्सम प्रांतों के राज्यपालों को क्रमशः देय थे ।
59078,"इस संविधान के प्रारंभ में बनारस हिन्दू विश्वविद्यालय, अलीगढ़ मुस्लिम विश्वविद्यालय के तौर पर ज्ञात संस्थान तथा [ दिल्ली विश्वविद्यालय ; अनुच्छेद 371E के अनुसरण में स्थापित विश्वविद्यालय ] कोई अन्य संस्थान जिसे विधि द्वारा संसद द्वारा राष्ट्रीय महत्व का संस्थान घोषित किया गया हो ।"
59079,"( f ) अगर मृत्यु या त्याग - पत्र के कारण एक सम्बद्ध सदस्य का पद रिक्त हो जाता है, इसे लोक सभा के अध्यक्ष द्वारा यथा संभव यथाशीघ्र भरा जाएगा और उपखंडों ( a ) एवं ( b ) के प्रावधानों के अनुसार ।"
59080,"( e ) अगर मृत्यु या त्याग - पत्र के कारण एक सम्बद्ध सदस्य का पद रिक्त हो जाता है, इसे लोक सभा के अध्यक्ष द्वारा यथा संभव यथाशीघ्र भरा जाएगा और उपखंडों ( a ) एवं ( b ) के प्रावधानों के अनुसार ।"
59081,"परन्तु यह भी कि 1 अप्रैल, 2003 को प्रारंभ होने वाले निर्धारण वर्ष के लिए इस उपधारा के अधीन कटौती ऐसी वस्तुओं या वस्तुओं अथवा कम्प्यूटर सॉफ्टवेयर के निर्यात से किसी उपक्रम द्वारा प्राप्त लाभों एवं लाभों के नब्बे प्रतिशत होगीः"
59082,"( aj ) 1 अप्रैल, 2014 को या इसके उपरांत, जहां विनिर्दिष्ट व्यवसाय एक अर्धचालक वेफर विनिर्माण इकाई की स्थापना करने तथा उसका परिचालन करने की प्रकृति का है, और जिसे ऐसे दिशानिर्देशों के अनुसार बोर्ड द्वारा अधिसूचित किया जाता है जिन्हें विहित किया जाए । """
59083,"( b) उस दशा में जहां निर्धारिती की कुल आय पूर्वोक्त तीन निर्धारण वर्षों में से केवल दो के लिए निर्धारण योग्य है, पूर्वोक्ता दो निर्धारण वर्षों के सुसंगत पिछले वर्षों के संबंध में समायोजित कुल आय की कुल राशि की आधी राशि;"
59084,"( xi ) किसी मान्यता प्राप्त स्टॉक एक्सचेंज की सदस्यता वाली पूंजीगत परिसंपत्ति के किसी व्यक्ति ( जो कम्पनी नहीं है ) द्वारा अंतरक को उस कम्पनी द्वारा आबंटित शेयरों के बदले में 31 दिसम्बर, 1998 को या इससे पहले किया गया कोई अंतरण ।"
59085,"(3) जहां दीर्घकालिक विनिर्दिष्ट आस्ति की लागत उपधारा (1) के खंड ( a ) या खंड ( b ) के प्रयोजनों के लिए विचार में ली गयी है, वहां ऐसी लागत को निर्दिष्ट करते हुए आयकर की राशि से कटौती धारा 88 के अधीन अनुज्ञात नहीं की जायेगी ।"
59086,"( a) मूल आस्ति के अंतरण से उद्भूत पूंजीगत लाभ की राशि जो धारा 45 के अधीन नई आस्ति की लागत के आधार पर प्रभारित नहीं की गयी है जैसा कि खंड ( a ) या, जो भी स्थिति हो, उप - धारा (1) के खंड ( b ) में प्रावधान किया गया है, से अधिक है ।"
59087,"परन्तु यह कि पात्र स्टार्ट - अप में निवेश के मामले में इस उपधारा के प्रावधानों का प्रभाव होगा मानो अंकों, अक्षरों एवं शब्दों के लिए "" 31 मार्च, 2017 का दिन "" के स्थान पर अंकों एवं अक्षरों तथा शब्दों को प्रतिस्थापित कर दिया गया हो ""31 मार्च, 2019 का दिन । """
59088,"( ii) किसी अन्य मामले में, अगर ऐसा व्यक्ति हकदार है, या ऐसा व्यक्ति तथा उसके एक या अधिक संबंधीगण पिछले वर्ष के दौरान किसी भी समय ऐसे संबंध के लाभों के कुल मिलाकर कम से कम बीस प्रतिशत के हकदार हैं ।"
59089,"( ii) किसी अन्य स्थान पर निर्धारिती के स्वामित्व वाली किसी वस्तु का, जो निर्धारिति के अधिभोग में रहने की सुविधा है, जिसका मूल्य उपधारा (2) के खंड ( क ) या यथास्थिति धारा 23 की उपधारा (4) के खंड -"
59090,"( iii ) यह एक भारतीय कम्पनी द्वारा किया जाता है और समुद्र में चलनेवाले पोतों या अन्य शक्ति चालित पोत की मरम्मत के तौर पर कार्य ऐसी कम्पनी द्वारा 31 मार्च, 1983 के उपरांत, परन्तु 1 अप्रैल, 1988 के पहले प्रारंभ किया गया है ; और ।"
59091,"(6) किसी पोत के व्यवसाय के मामले में कटौती की राशि प्रारंभिक निर्धारण वर्ष समेत दस लगातार निर्धारण वर्षों की अवधि तक ऐसे पोत से प्राप्त लाभों एवं लाभों के तीस प्रतिशत होगी बशर्ते कि पोत """
59092,(1) यह लिखित में अभिव्यक्त है तथा दस्तावेजों के निबंधन के लिए तत्समय प्रवृत्त विधि के अधीन निबंधित है तथा एक दूसरे के साथ निकट संबंध में खड़े पक्षकारों के बीच स्वाभाविक प्रेम एवं लगाव के कारण किया गया है; या जबतक कि
59093,"तथापि, संरक्षित क्षेत्र की चौहद्दी से इको - संवेदनशील क्षेत्र की सीमा तक 1 किलोमीटर की दूरी से आगे, पर्यटन मास्टर प्लान के अनुसार इको टूरिज्म सुविधाओं के लिए पूर्व परिभाषित एवं अभिकल्पित क्षेत्रों में ही नये होटल एवं रिसॉर्टों के स्थापन की अनुमति दी जाएगी ।"
59094,ऐसा निष्कर्ष अभिलेख की एक त्रुटि प्रतीत होता है इस तथ्य की दृष्टि में कि समर्पण की तिथि वर्ष 1938 होने का दावा किया गया था और शेख करमात के पक्ष में किये जाने का दावा किये गये समझौते का वर्ष 1949 है ।
59095,"उपरोक्त दस्तावेज, रिट याचिका के साथ दाखिल अन्य दस्तावेज तथा विश्वविद्यालय द्वारा दाखिल प्रति शपथ पत्र स्पष्टतः प्रकट करते हैं कि उच्चतर श्रेणी - अवर श्रेणी सहायक / लिपिकों के वेतनमान तृतीय वर्ग के कर्मचारियों की अन्य कोटियों से भिन्न हैं ।"
59096,द्वितीयतः इसे महसूस किया जाना होगा कि समुदाय के सुरक्षात्मक भुजा के कारण तथा इसके द्वारा प्रवर्तित विधि के शासन के कारण समुदाय का प्रत्येक सदस्य अपने ही जीवन को खतरे में डाले बिना सुरक्षा के साथ रहने में सक्षम है ।
59097,"5. मैंने पैराग्राफ 16A का परिशीलन किया है जहां हिन्दू उत्तराधिकार अधिनियम, 1956 की धारा 8 के अधीन विधि ने हिन्दू मृत्युकालिक वसीयत की सम्पत्ति के उत्तराधिकार की योजना अधिकथित की थी । अनुसूची ने उन वारिसों को वर्गीकृत किया था जिनपर ऐसी सम्पत्ति का अंतरण होना चाहिए ।"
59098,अपीलार्थी के विद्वान अधिवक्ता ने हमारा ध्यान प्रत्यर्थी परिवादी के बयान की ओर आकर्षित किया और इंगित किया कि प्रत्यर्थि परिवादी ने अपने बयान में स्वीकार किया कि जमशेदपुर कार्यालय में सर्वाधिक वरीय पदाधिकारी अभियंता थे और अभियंतों में से प्रत्यर्थीत सर्वाधिक वरिष्ठ था ।
59099,द्वितीयतः इसे महसूस किया जाना होगा कि समुदाय के सुरक्षात्मक भुजा के कारण तथा इसके द्वारा प्रवर्तित विधि के शासन के कारण समुदाय का प्रत्येक सदस्य अपने ही जीवन को खतरे में डाले बिना सुरक्षा के साथ रहने में सक्षम है ।
59100,20 वर्षों के गुजर जाने के उपरांत लागत में वृद्धि कुछ और नहीं बल्कि याची पर किसी प्रकार दबाव बनाने के लिए आवास बोर्ड का एक अतिरेक कृत्य है ताकि हस्तांतरण के विलेख के निष्पादन से कुछ अग्रिम भुगतान प्राप्त होने तक बचा जा सके ।
59101,"अतएव, पूर्वोक्त नियमों से, यह प्रकट है कि एक प्रत्यायोजित प्राधिकार अपनी सेवा से एक गैर राजपत्रित कर्मचारी को हटाने में सक्षम नहीं होता है और केवल नियुक्ति प्राधिकार ही रेलवे के एक अराजपत्रित कर्मचारियों को सेवा से हटा सकता है ।"
59102,"तथापि, वर्तमान मामले में परिशिष्ट - 26 में अंतर्विष्ट आदेश का पठन प्रधान सचिव द्वारा दिये गये निष्कर्षों का वर्णन मात्र है जिसे आदेश के पिछले भाग में इंगित विभिन्न कारणों से पहले ही दूषित अभिनिर्धारित किया जा चुका है ।"
59103,"मामले का अन्य पहलू यह है कि अगर यह अभिनिर्धारित भी कर दिया जाता है कि अभिधान उनकी माता को पारित नहीं हुआ था, तब सम्पत्ति उनके पिता की सम्पत्ति बनी रहती थी तथा उनके पिता के मृत्यु पर वादी मालिक होगा ।"
59104,"इस सिद्धांत को लागू करते हुए एक धार्मिक विन्यास को उसके अधीन प्रदत्त लाभ के लिए एक विनिर्दिष्ट व्यक्ति या उसके होने या उसके वर्गों से संबंधित होने के अनुसार एक सार्वजनिक व्यक्ति या सार्वजनिक व्यवस्था होना अभिनिर्धारित करना होगा । """
59105,"27 - मामले के उपरोक्त तथ्यों तथा परिस्थितियों तथा सर्वोच्च न्यायालय द्वारा अधिकथित विधि के स्थापित सिद्धांतों की दृष्टि में, मूल वादी, जो प्रत्यर्थी है, के सांविधिक प्रतिनिधियों को वाद में अनुतोष का कोई अधिकार नहीं है ।"
59106,12. हीरो विनोद बनाम शेष माह 2006 ( 5 ) scc 545 के मामले में सर्वोच्च न्यायालय ने अभिनिर्धारित किया है कि किसी दस्तावेज के प्रकथनों या विषय वस्तु से तथ्य का पता लगाना या मूल्यांकन तथ्य का एक प्रश्न है ।
59107,"उक्त विवाह के कारण परिवाद याचिका में अभियुक्त व्यक्ति, जो परिवादी की तथाकथित पत्नी के पिता, माता एवं रिश्तेदार हैं, व्यथित हो गये और परिवादी एवं पीड़िता दोनों की जान लेने का प्रयास किया ।"
59108,ऐसी परिस्थितियों में अगर विधवा का संपत्ति पर वास्तविक कब्जा नहीं था तब भी उक्त सिद्धांत के कारण उसका संपत्ति पर कब्जा होना माना जायेगा कि सह - अंशधारी का कब्जा सभी सह अंशधारियों के कब्जे में होता है ।
59109,"वर्तमान मामले में जिला दंडाधिकारी, मुंगेर ने आरक्षी अधीक्षक, मोंगेर की अनुशंसा पर भरोसा किया था और उसने एस ० डी ० पी ० ओ ०, मूंगेर पर यह भार डाल दिया है जब अन्वेषण का संचालन आरक्षी उपाधीक्षक, मुगेर पर किया गया था ।"
59110,"आरक्षी निरीक्षक ने सूचनादाता की सेवाएं ए ० एस ० विद्यानंद चौधरी, कांस्टेबुल 367, संत विलास सिंह, काउंटेबुल 11. 57, रामदेव सिंह, कॉन्सटेबुल्स 1154, यमुना इशाद एवं हवलदार श्री निवास सिंह को उपलब्ध करायी थी ।"
59111,जमीनों का बंदोबस्त किया गया था और तब से प्रतिवादीगण का उन पर कब्जा रहा है और वे पुराने भूस्वामी तथा राज्य सरकार द्वारा निर्गत राजस्व रसीदें तथा अपने पक्ष में रक्षक की रसीदों को भी प्राप्त करते रहे हैं ।
59112,प्रस्तुत तर्को के आधार पर विद्वान विचारण न्यायालय ने मुद्दों को विरचित किया था जिनमें से मकानमालिक एवं किरायेदार के संबंध से संबंधित मुद्दा संख्या 4 तथा वैयक्तिक आवश्यकता से सम्बन्धित मुद्दा संख्या 5 वर्तमान प्रयोजनार्थ सुसंगत होंगे ।
59113,"9 - दूसरी ओर, प्रत्यर्थीगण की ओर से उपस्थित होनेवाले विद्वान वरीय अधिवक्ता श्री शिवानंदन राय ने निवेदन किया कि सम्पत्ति की कुर्की वर्ष 1950 में वादीगण द्वारा दाखिल धन वाद में निर्णय के पहले की गयी थी ।"
59114,उन्होंने निवेदन किया है कि सुसंगत समय पर याची एक सरकारी सेवक था तथा इस प्रकार परिवाद याचिका दाखिल किये जाने के पहले सक्षम प्राधिकार से मंजूरी आवश्यक थी तथा इसकी अनुपस्थिति में संज्ञान विधि में पूर्णतः अनुज्ञेय नहीं है ।
59115,"वादी की प्रतिपरीक्षा के अनुक्रम में, वर्तमान संदर्भ में अभिलिखित उसके बयान के पैराएँ 5 एवं 8 निश्चायी साक्ष्य हैं और इन्हें इसमें नीचे प्रत्युत्पादित किया जाता है : "" 5. बाजार परिसर, 2003 में गठित किया गया था ।"
59116,"यह निगम की सी ० पी ० एफ ० योजना, 1960 में अपने कर्मचारियों के लिए इसे कम उपयुक्त बनाकर कर्मचारी भविष्य निधि योजना, 1952 के पैरा 60 के विरुद्ध होगा और इस प्रकार अधिनियम के छूट खंडों द्वारा प्रभावित होगा ।"
59117,वादीगण ने कथित किया था कि पक्षकारों के बीच यह तय पाया गया था कि वादी 15 हजार रुपये की एक राशि का भुगतान करेगा जिस पर प्रतिवादी / प्रत्यर्थी संख्या 1 अपीलार्थी के पक्ष में महाधिवेशन ( विक्रय समझौता ) निष्पादित करेगा ।
59118,पुलिस की शक्ति का महत्वपूर्ण लक्षण न केवल संज्ञेय अपराध के कारित किये जाने का अन्वेषण करने की शक्ति है बल्कि संहिता की धारा 173 (2) के अधीन रिपोर्ट या आरोप दाखिल करके अभियोजन करने की भी शक्ति है ।
59119,"विवाद के निर्दिष्ट किये जाने की तिथि से पूर्णकालिक अधीनस्थ कर्मचारी का दर्जा प्राप्त करना, वह भी एक चपरासी के तौर पर, अधिकरण की अधिकारिता से आगे जाकर अवांछित आदेश या अधिनिर्णय प्रदान करने का श्रम न्यायालय का निर्णय है ।"
59120,विद्वान एकल न्यायाधीश ने CWJC संख्या 9547 वर्ष 1997 से उद्भूत लेटर्स पेटेंट अपील संख्या 1343 वर्ष 1998 में खंडपीठ के आदेश का अनुसरण करने के उपरांत अभिनिर्धारित किया कि 1973 से 2002 तक याची द्वारा प्रदत्त समूची सेवा पेंशनी थी ।
59121,"गवाहों ने कथित नहीं किया था कि जमीन पर गिट्टी गिरने के उपरान्त, मृतक को अपीलार्थी द्वारा एक कुएँ के निकट एक स्थान से बंदूक के खेत तक घसीटकर ले जाया गया था जो कुएँ से लगभग 20 फीट की दूरी पर था ।"
59122,32 - हुकुंददेव नारायण यादव बनाम ललित नारायणी मिश्रा ( AIR 1977 sc 480) के मामले में माननीय न्यायालय ने अभिनिर्धारित किया था कि परिसीमा अधिनियम की धारा 5 लोक प्रतिनिधित्व अधिनियम के अधीन एक चुनाव याचिका पर लागू नहीं होगी ।
59123,दीप नारायण तिवारी ( अपीलार्थी ) ने मृतका के दोनों हाथ बांध दिये थे तथा सभी अभियुक्तगण उसे जितेन्द्र सिंह एवं भरत सिंह के मवेशी शेड के पश्चिमी ओर ले गये थे तथा उसे बताया था कि उसे भी मार दिया जायेगा ।
59124,* 12 (3) विधि का उल्लंघन करने वाले किसी बालक या किशोर से संबंधित प्रत्येक मामले की आयु की जांच न्यायालय या बोर्ड या यथास्थिति समिति द्वारा साक्ष्य की मांग करते हुए की जाएगी ।
59125,"17. अवर न्यायालयों के निर्णय के परिशीलन से, यह प्रतीत होता है कि साक्ष्य तथा अभिवचन पर दोनों अवर न्यायालये अति प्रभावित हो गये थे कि प्रतिवादीगण का एक लंबी अवधि से सम्पत्ति पर कब्जा रहा है ।"
59126,"अतएव, यह अभिनिर्धारित करना दूर की बात नहीं है कि वाद भूमि पर वाद भूमि के अभिधान के दावे को अग्रतर करने की कार्यवाही के लिए राजस्व कार्यवाही या सर्वेक्षण कार्यवाही में पारित आदेश वादीगण के पक्ष में निर्णायक कारक नहीं हो सकता है ।"
59127,24. अभियोजन मामले में अन्वेषण पदाधिकारी की अपरीक्षा को एक गंभीर कमी माना जा सकता है जिसपर 2013 ( 6 ) scc417 में रिपोर्ट किये गये लहु पाटिल बनाम महाराष्ट्र राज्य के मामले में विचार किया गया है ।
59128,चौकीदार की सूचना पर पुलिस पहुंची थी जिसके समक्ष उसने अपना फर्दबयान दिया था तथा फिर अभियुक्त व्यक्तियों के विरूद्ध अपना संदेह प्रकट किया था जिन्होंने पूर्वोक्त पृष्ठभूमि में तथा धन एवं सोने की जंजीर के लिए संभवतः हत्या कारित की हो ।
